Match,Result,totalGold,goldDiff,totalKills,totalDeaths,totalAssists,KD_rat,indGold,indKills,indDeaths,indAssists
B76,1,69962,10009,14,5,31,9,"[11510, 13908, 17267, 17930, 9347]","[0, 2, 2, 9, 1]","[2, 0, 1, 1, 1]","[11, 7, 3, 2, 8]"
R76,0,59953,-10009,5,14,11,-9,"[11218, 12139, 12714, 16253, 7629]","[0, 2, 1, 2, 0]","[3, 3, 3, 2, 3]","[2, 2, 3, 1, 3]"
B77,1,78445,1441,22,18,59,4,"[18284, 14632, 16309, 18902, 10318]","[5, 3, 5, 9, 0]","[5, 2, 5, 1, 5]","[10, 15, 13, 6, 15]"
R77,0,77004,-1441,18,22,57,-4,"[15744, 14074, 16933, 19947, 10306]","[2, 2, 5, 8, 1]","[6, 3, 2, 5, 6]","[12, 14, 11, 7, 13]"
B78,1,70800,11395,16,15,39,1,"[15532, 13939, 15521, 15881, 9927]","[3, 4, 1, 8, 0]","[3, 2, 5, 2, 3]","[12, 4, 6, 4, 13]"
R78,0,59405,-11395,15,16,31,-1,"[13705, 9827, 13782, 13514, 8577]","[4, 1, 5, 5, 0]","[2, 1, 3, 7, 3]","[6, 9, 1, 4, 11]"
B79,0,49661,-13223,7,21,19,-14,"[9418, 8655, 13834, 11362, 6392]","[1, 2, 2, 2, 0]","[9, 3, 3, 3, 3]","[4, 4, 4, 2, 5]"
R79,1,62884,13223,21,7,56,14,"[12097, 12302, 14512, 14489, 9484]","[4, 2, 5, 9, 1]","[0, 2, 1, 1, 3]","[12, 13, 8, 7, 16]"
B80,0,68054,-4324,12,17,27,-5,"[15404, 12958, 14682, 15867, 9143]","[4, 1, 6, 1, 0]","[1, 3, 5, 5, 3]","[3, 7, 5, 5, 7]"
R80,1,72378,4324,17,12,34,5,"[13396, 15147, 15576, 18671, 9588]","[2, 0, 6, 7, 2]","[4, 2, 3, 1, 2]","[6, 14, 0, 4, 10]"
B81,0,48363,-4606,10,19,20,-9,"[9158, 10334, 11429, 10457, 6985]","[0, 5, 2, 2, 1]","[4, 2, 3, 4, 6]","[5, 1, 3, 3, 8]"
R81,1,52969,4606,19,10,53,9,"[9789, 9989, 11596, 14035, 7560]","[5, 1, 7, 4, 2]","[2, 0, 3, 2, 3]","[11, 11, 7, 11, 13]"
B82,1,58907,9783,22,8,66,14,"[10765, 13007, 12906, 13702, 8527]","[2, 9, 6, 4, 1]","[2, 4, 0, 1, 1]","[10, 7, 12, 17, 20]"
R82,0,49124,-9783,8,22,16,-14,"[8536, 11023, 10913, 11945, 6707]","[1, 4, 1, 2, 0]","[5, 5, 3, 2, 7]","[3, 0, 4, 5, 4]"
B83,0,45818,-15822,5,14,8,-9,"[9865, 8347, 11119, 10158, 6329]","[0, 0, 2, 2, 1]","[3, 3, 1, 3, 4]","[2, 3, 1, 0, 2]"
R83,1,61640,15822,14,5,39,9,"[12262, 13383, 14100, 13863, 8032]","[0, 5, 4, 5, 0]","[2, 0, 0, 2, 1]","[10, 7, 6, 7, 9]"
B84,0,58726,-12059,5,16,7,-11,"[11290, 12073, 13819, 13816, 7728]","[2, 1, 0, 2, 0]","[4, 1, 3, 2, 6]","[2, 2, 0, 0, 3]"
R84,1,70785,12059,16,5,34,11,"[15610, 11524, 15735, 18567, 9349]","[5, 1, 4, 5, 1]","[2, 0, 0, 1, 2]","[6, 8, 7, 6, 7]"
B85,1,61124,12177,20,5,51,15,"[12477, 10609, 13752, 15631, 8655]","[4, 3, 6, 7, 0]","[0, 2, 0, 1, 2]","[11, 8, 8, 11, 13]"
R85,0,48947,-12177,5,20,14,-15,"[10451, 8967, 9854, 12933, 6742]","[0, 2, 1, 2, 0]","[6, 4, 7, 1, 2]","[3, 2, 1, 3, 5]"
B86,1,66977,6876,14,6,42,8,"[14244, 13639, 14188, 15562, 9344]","[5, 2, 2, 4, 1]","[0, 1, 2, 1, 2]","[8, 9, 8, 7, 10]"
R86,0,60101,-6876,6,14,16,-8,"[12406, 11089, 13844, 15072, 7690]","[1, 0, 1, 4, 0]","[5, 1, 2, 2, 4]","[1, 4, 4, 2, 5]"
B87,0,43546,-15373,6,21,14,-15,"[9074, 7333, 10454, 11209, 5476]","[3, 1, 2, 0, 0]","[5, 6, 3, 4, 3]","[0, 3, 2, 5, 4]"
R87,1,58919,15373,21,6,57,15,"[12761, 11449, 14795, 11854, 8060]","[5, 4, 5, 3, 4]","[0, 1, 0, 1, 4]","[9, 15, 11, 9, 13]"
B88,1,59791,12914,21,4,48,17,"[12396, 11349, 13251, 15290, 7505]","[4, 2, 3, 12, 0]","[1, 0, 2, 0, 1]","[11, 15, 5, 4, 13]"
R88,0,46877,-12914,4,21,9,-17,"[10266, 8543, 10797, 10634, 6637]","[0, 0, 0, 2, 2]","[2, 5, 4, 4, 6]","[2, 3, 2, 1, 1]"
B89,0,48411,-11780,10,20,27,-10,"[9477, 9332, 10075, 12609, 6918]","[3, 2, 1, 3, 1]","[4, 5, 5, 4, 2]","[3, 5, 5, 6, 8]"
R89,1,60191,11780,20,10,36,10,"[11704, 11466, 13966, 13974, 9081]","[5, 5, 3, 7, 0]","[4, 2, 0, 1, 3]","[7, 6, 5, 5, 13]"
B90,0,70481,-3792,16,23,39,-7,"[15333, 15237, 16581, 14408, 8922]","[5, 3, 6, 2, 0]","[5, 1, 7, 4, 6]","[6, 11, 6, 8, 8]"
R90,1,74273,3792,23,16,70,7,"[14680, 13045, 18242, 18562, 9744]","[5, 0, 11, 7, 0]","[4, 4, 3, 3, 2]","[16, 18, 6, 11, 19]"
B91,1,46116,6783,12,6,38,6,"[8184, 9445, 9667, 11924, 6896]","[0, 4, 1, 6, 1]","[2, 1, 1, 0, 2]","[9, 7, 10, 3, 9]"
R91,0,39333,-6783,6,12,14,-6,"[8676, 8295, 8537, 8662, 5163]","[3, 1, 0, 1, 1]","[4, 3, 2, 1, 2]","[1, 3, 4, 3, 3]"
B92,1,68832,819,15,10,52,5,"[12793, 13348, 16139, 17197, 9355]","[2, 3, 5, 5, 0]","[2, 1, 2, 1, 4]","[11, 11, 9, 9, 12]"
R92,0,68013,-819,10,15,23,-5,"[12608, 13119, 18529, 14453, 9304]","[2, 0, 4, 3, 1]","[3, 3, 2, 3, 4]","[5, 7, 3, 3, 5]"
B93,0,64269,-14534,10,23,25,-13,"[13770, 12018, 14003, 16731, 7747]","[4, 2, 1, 3, 0]","[5, 6, 6, 2, 4]","[4, 6, 7, 4, 4]"
R93,1,78803,14534,23,10,51,13,"[16802, 14604, 17506, 18974, 10917]","[6, 3, 4, 9, 1]","[1, 1, 5, 1, 2]","[13, 14, 9, 4, 11]"
B94,1,54243,13905,16,3,45,13,"[10617, 10173, 12183, 13707, 7563]","[3, 3, 4, 5, 1]","[0, 0, 1, 1, 1]","[10, 8, 10, 9, 8]"
R94,0,40338,-13905,3,16,8,-13,"[8512, 8474, 9509, 8685, 5158]","[0, 2, 1, 0, 0]","[3, 3, 5, 3, 2]","[2, 1, 2, 1, 2]"
B95,0,45248,-21966,8,22,18,-14,"[9319, 8260, 12976, 8800, 5893]","[1, 1, 4, 2, 0]","[3, 6, 3, 4, 6]","[4, 5, 2, 3, 4]"
R95,1,67214,21966,22,8,69,14,"[15244, 12737, 14269, 14828, 10136]","[8, 2, 4, 5, 3]","[1, 3, 1, 1, 2]","[10, 18, 9, 14, 18]"
B96,0,70098,580,21,22,60,-1,"[15316, 12157, 13659, 19107, 9859]","[4, 1, 6, 9, 1]","[3, 4, 8, 4, 3]","[9, 16, 8, 9, 18]"
R96,1,69518,-580,22,21,60,1,"[13306, 12416, 16111, 18815, 8870]","[2, 2, 8, 10, 0]","[7, 4, 4, 1, 5]","[14, 14, 11, 6, 15]"
B97,1,71678,6954,22,15,63,7,"[15152, 12513, 17476, 16805, 9732]","[9, 1, 8, 4, 0]","[3, 3, 4, 2, 3]","[8, 16, 10, 12, 17]"
R97,0,64724,-6954,15,22,37,-7,"[14858, 12022, 13988, 15174, 8682]","[8, 2, 3, 2, 0]","[4, 1, 5, 4, 8]","[4, 11, 3, 9, 10]"
B98,1,62474,16069,16,4,33,12,"[12144, 12367, 12849, 15795, 9319]","[2, 5, 1, 4, 4]","[0, 0, 1, 1, 2]","[4, 7, 7, 8, 7]"
R98,0,46405,-16069,4,16,10,-12,"[8597, 9974, 11720, 10661, 5453]","[0, 2, 1, 1, 0]","[3, 1, 3, 3, 6]","[2, 1, 2, 3, 2]"
B99,0,63590,-8063,14,29,26,-15,"[14372, 10065, 14846, 15897, 8410]","[3, 1, 5, 4, 1]","[7, 7, 2, 5, 8]","[4, 4, 2, 8, 8]"
R99,1,71653,8063,29,14,78,15,"[13526, 13265, 15681, 18469, 10712]","[3, 3, 9, 12, 2]","[2, 3, 1, 4, 4]","[16, 18, 10, 11, 23]"
B100,1,57180,8463,18,10,39,8,"[11041, 11877, 13313, 12451, 8498]","[4, 1, 6, 4, 3]","[4, 0, 2, 4, 0]","[5, 10, 6, 6, 12]"
R100,0,48717,-8463,10,18,8,-8,"[12408, 8372, 9770, 11633, 6534]","[8, 0, 0, 2, 0]","[6, 2, 2, 4, 4]","[0, 3, 2, 0, 3]"
B101,0,61862,-7487,11,16,23,-5,"[14076, 10678, 13425, 15566, 8117]","[3, 0, 3, 3, 2]","[2, 2, 3, 5, 4]","[4, 6, 4, 5, 4]"
R101,1,69349,7487,16,11,40,5,"[16109, 11623, 13262, 18921, 9434]","[6, 5, 1, 3, 1]","[1, 4, 1, 1, 4]","[7, 8, 8, 7, 10]"
B102,0,40085,-20756,5,22,8,-17,"[7988, 7502, 9793, 8849, 5953]","[2, 1, 1, 1, 0]","[4, 3, 3, 6, 6]","[1, 3, 0, 2, 2]"
R102,1,60841,20756,22,5,44,17,"[12149, 11900, 13415, 15028, 8349]","[5, 3, 2, 11, 1]","[1, 2, 1, 0, 1]","[10, 12, 5, 3, 14]"
B103,0,49187,-14248,6,16,14,-10,"[9593, 9658, 12268, 11116, 6552]","[3, 0, 2, 1, 0]","[4, 3, 3, 2, 4]","[1, 4, 2, 4, 3]"
R103,1,63435,14248,16,6,47,10,"[12287, 10803, 15377, 16780, 8188]","[5, 1, 2, 8, 0]","[3, 1, 1, 0, 1]","[5, 12, 10, 7, 13]"
B104,1,69784,11637,17,8,37,9,"[12829, 14198, 16298, 17111, 9348]","[1, 1, 12, 3, 0]","[1, 1, 3, 1, 2]","[8, 12, 3, 5, 9]"
R104,0,58147,-11637,8,17,23,-9,"[11201, 10002, 14260, 14505, 8179]","[3, 1, 0, 4, 0]","[4, 3, 4, 3, 3]","[4, 5, 5, 3, 6]"
B105,0,49954,-17536,5,22,15,-17,"[9337, 9520, 12201, 11656, 7240]","[1, 1, 1, 2, 0]","[6, 3, 4, 5, 4]","[3, 3, 4, 1, 4]"
R105,1,67490,17536,22,5,51,17,"[15385, 12259, 15094, 15524, 9228]","[10, 1, 7, 3, 1]","[0, 1, 0, 2, 2]","[9, 9, 8, 10, 15]"
B106,1,82342,9148,18,5,46,13,"[18370, 13292, 18591, 20154, 11935]","[5, 2, 3, 7, 1]","[2, 2, 1, 0, 0]","[9, 10, 10, 5, 12]"
R106,0,73194,-9148,5,18,14,-13,"[16064, 14005, 16442, 17303, 9380]","[1, 2, 1, 1, 0]","[4, 5, 2, 1, 6]","[4, 3, 3, 3, 1]"
B107,0,51782,-11228,8,15,24,-7,"[9916, 9714, 11870, 13295, 6987]","[1, 1, 2, 4, 0]","[3, 3, 3, 3, 3]","[4, 6, 3, 4, 7]"
R107,1,63010,11228,15,8,42,7,"[10643, 11639, 16152, 14794, 9782]","[1, 1, 8, 4, 1]","[4, 2, 0, 1, 1]","[8, 11, 5, 8, 10]"
B108,0,45330,-12799,3,14,10,-11,"[8410, 9117, 10376, 10834, 6593]","[0, 1, 0, 2, 0]","[5, 3, 3, 1, 2]","[3, 2, 2, 0, 3]"
R108,1,58129,12799,14,3,30,11,"[12764, 9871, 13872, 14014, 7608]","[4, 1, 7, 2, 0]","[1, 2, 0, 0, 0]","[6, 11, 3, 2, 8]"
B109,0,59140,-10488,7,17,22,-10,"[11909, 11204, 14027, 13808, 8192]","[2, 0, 4, 1, 0]","[3, 2, 3, 4, 5]","[3, 6, 2, 5, 6]"
R109,1,69628,10488,17,7,51,10,"[12846, 13465, 15274, 17875, 10168]","[2, 2, 8, 4, 1]","[1, 0, 2, 2, 2]","[8, 13, 6, 11, 13]"
B110,0,71797,-3191,15,16,43,-1,"[14316, 15306, 16556, 15897, 9722]","[3, 7, 3, 1, 1]","[3, 1, 3, 5, 4]","[5, 7, 8, 11, 12]"
R110,1,74988,3191,16,15,36,1,"[16501, 13194, 16964, 17652, 10677]","[5, 1, 5, 4, 1]","[3, 2, 1, 5, 4]","[3, 12, 5, 6, 10]"
B111,0,61049,-13914,11,24,27,-13,"[11978, 11077, 14212, 15098, 8684]","[3, 0, 4, 2, 2]","[4, 4, 5, 6, 5]","[4, 10, 0, 7, 6]"
R111,1,74963,13914,24,11,59,13,"[15483, 12464, 19295, 16844, 10877]","[2, 4, 8, 9, 1]","[2, 1, 0, 3, 5]","[10, 11, 8, 9, 21]"
B112,0,56144,-5814,11,14,33,-3,"[10388, 10483, 13722, 13315, 8236]","[1, 1, 5, 4, 0]","[3, 3, 2, 4, 2]","[2, 9, 6, 6, 10]"
R112,1,61958,5814,14,11,44,3,"[13740, 10161, 14934, 14458, 8665]","[3, 0, 4, 4, 3]","[3, 2, 2, 2, 2]","[10, 12, 7, 8, 7]"
B113,0,71937,3700,16,14,33,2,"[16171, 11035, 18686, 16599, 9446]","[4, 2, 7, 3, 0]","[4, 2, 1, 4, 3]","[6, 6, 6, 7, 8]"
R113,1,68237,-3700,14,16,32,-2,"[14192, 11687, 16466, 15546, 10346]","[4, 1, 4, 4, 1]","[3, 2, 2, 4, 5]","[4, 8, 6, 6, 8]"
B114,1,67917,10473,23,8,63,15,"[15765, 12486, 14630, 15358, 9678]","[7, 2, 9, 4, 1]","[0, 3, 2, 1, 2]","[9, 17, 7, 12, 18]"
R114,0,57444,-10473,8,23,16,-15,"[13262, 9441, 12893, 13656, 8192]","[3, 0, 2, 3, 0]","[4, 6, 2, 5, 6]","[2, 4, 2, 2, 6]"
B115,1,51684,13411,18,0,39,18,"[9582, 10089, 12298, 12532, 7183]","[3, 5, 8, 2, 0]","[0, 0, 0, 0, 0]","[6, 8, 5, 9, 11]"
R115,0,38273,-13411,0,18,0,-18,"[7990, 8422, 7922, 8596, 5343]","[0, 0, 0, 0, 0]","[3, 3, 5, 5, 2]","[0, 0, 0, 0, 0]"
B116,0,42916,-15065,9,23,25,-14,"[9883, 8591, 9043, 9832, 5567]","[3, 3, 1, 2, 0]","[5, 5, 5, 4, 4]","[3, 5, 7, 6, 4]"
R116,1,57981,15065,23,9,66,14,"[10835, 10546, 12629, 14570, 9401]","[4, 3, 4, 7, 5]","[3, 2, 1, 1, 2]","[9, 14, 14, 13, 16]"
B117,1,52569,6273,21,9,56,12,"[10258, 9847, 11484, 13432, 7548]","[3, 1, 7, 10, 0]","[2, 1, 3, 1, 2]","[14, 13, 5, 7, 17]"
R117,0,46296,-6273,9,21,26,-12,"[10452, 7723, 10279, 10581, 7261]","[2, 0, 1, 2, 4]","[3, 3, 7, 5, 3]","[3, 6, 6, 6, 5]"
B118,1,84515,15254,26,14,76,12,"[17715, 15599, 19844, 19076, 12281]","[7, 2, 12, 5, 0]","[2, 1, 6, 3, 2]","[16, 20, 7, 13, 20]"
R118,0,69261,-15254,14,26,32,-12,"[16288, 13922, 15135, 15127, 8789]","[5, 3, 1, 3, 2]","[5, 3, 7, 5, 6]","[4, 7, 9, 7, 5]"
B119,0,51453,-8179,10,12,25,-2,"[9904, 10140, 11726, 11924, 7759]","[1, 4, 1, 3, 1]","[3, 3, 1, 3, 2]","[4, 4, 4, 5, 8]"
R119,1,59632,8179,12,10,29,2,"[11964, 11263, 12949, 15115, 8341]","[6, 0, 3, 1, 2]","[4, 2, 2, 1, 1]","[1, 10, 3, 6, 9]"
B120,0,49242,-11309,4,17,5,-13,"[10103, 8657, 12018, 11570, 6894]","[0, 1, 1, 1, 1]","[3, 5, 2, 3, 4]","[3, 0, 0, 1, 1]"
R120,1,60551,11309,17,4,42,13,"[13413, 9448, 13383, 15697, 8610]","[7, 1, 3, 6, 0]","[2, 0, 0, 1, 1]","[3, 9, 9, 7, 14]"
B121,1,83451,9196,19,15,53,4,"[16528, 15612, 17002, 22188, 12121]","[3, 1, 6, 7, 2]","[3, 3, 5, 2, 2]","[12, 16, 4, 10, 11]"
R121,0,74255,-9196,15,19,36,-4,"[14147, 12193, 17913, 19121, 10881]","[2, 1, 4, 7, 1]","[7, 2, 2, 3, 5]","[7, 10, 5, 6, 8]"
B122,1,65734,989,21,9,54,12,"[16947, 11031, 14904, 14700, 8152]","[11, 4, 3, 3, 0]","[0, 4, 1, 1, 3]","[10, 9, 11, 10, 14]"
R122,0,64745,-989,9,21,20,-12,"[13836, 11925, 15084, 13861, 10039]","[4, 0, 1, 4, 0]","[3, 5, 4, 5, 4]","[2, 5, 5, 1, 7]"
B123,0,55990,-10626,13,24,25,-11,"[11403, 10164, 12439, 14009, 7975]","[3, 1, 2, 6, 1]","[8, 4, 4, 3, 5]","[4, 6, 5, 3, 7]"
R123,1,66616,10626,24,13,50,11,"[13900, 12286, 16399, 15664, 8367]","[4, 5, 9, 5, 1]","[2, 0, 2, 4, 5]","[12, 9, 9, 9, 11]"
B124,0,61913,-2493,10,13,29,-3,"[12806, 11641, 12809, 14926, 9731]","[5, 1, 1, 0, 3]","[4, 2, 2, 1, 4]","[4, 7, 6, 6, 6]"
R124,1,64406,2493,13,10,32,3,"[14056, 11485, 16162, 14078, 8625]","[3, 2, 6, 2, 0]","[0, 0, 3, 2, 5]","[6, 5, 4, 9, 8]"
B125,1,55855,8950,23,7,48,16,"[13274, 9211, 12927, 12076, 8367]","[9, 1, 5, 4, 4]","[2, 0, 2, 3, 0]","[6, 12, 6, 9, 15]"
R125,0,46905,-8950,7,23,16,-16,"[10073, 8518, 10362, 11388, 6564]","[2, 1, 1, 2, 1]","[2, 4, 5, 5, 7]","[2, 6, 2, 2, 4]"
B126,1,53106,4012,11,3,36,8,"[9089, 9841, 12423, 13606, 8147]","[2, 1, 3, 4, 1]","[1, 0, 0, 0, 2]","[7, 8, 6, 7, 8]"
R126,0,49094,-4012,3,11,11,-8,"[8591, 9929, 11428, 12428, 6718]","[1, 1, 0, 1, 0]","[3, 2, 2, 1, 3]","[2, 1, 3, 2, 3]"
B127,1,82428,5910,24,19,70,5,"[17671, 12961, 17859, 21194, 12743]","[4, 4, 5, 10, 1]","[4, 3, 5, 2, 5]","[7, 15, 16, 13, 19]"
R127,0,76518,-5910,19,24,53,-5,"[17655, 12627, 18377, 17842, 10017]","[5, 3, 8, 3, 0]","[4, 5, 3, 7, 5]","[6, 12, 7, 13, 15]"
B128,0,76042,-5213,19,26,37,-7,"[17866, 12212, 15204, 20912, 9848]","[7, 3, 0, 8, 1]","[3, 4, 9, 3, 7]","[6, 6, 11, 4, 10]"
R128,1,81255,5213,26,19,54,7,"[16676, 14606, 19931, 17406, 12636]","[2, 3, 10, 5, 6]","[1, 1, 4, 7, 6]","[11, 15, 9, 9, 10]"
B129,1,82070,8130,24,17,73,7,"[16502, 16573, 16549, 20986, 11460]","[4, 3, 5, 11, 1]","[3, 2, 4, 4, 4]","[14, 20, 12, 8, 19]"
R129,0,73940,-8130,17,24,41,-7,"[15192, 12017, 16380, 21019, 9332]","[8, 1, 3, 4, 1]","[8, 3, 4, 3, 6]","[6, 7, 8, 10, 10]"
B130,0,55234,-7163,18,23,45,-5,"[10917, 11395, 12916, 11879, 8127]","[3, 5, 5, 5, 0]","[6, 4, 3, 4, 6]","[9, 11, 8, 5, 12]"
R130,1,62397,7163,23,18,62,5,"[10975, 12608, 14763, 14694, 9357]","[7, 2, 4, 7, 3]","[6, 2, 5, 1, 4]","[11, 17, 11, 10, 13]"
B131,0,82216,-4688,14,20,46,-6,"[15897, 15651, 19733, 19108, 11827]","[5, 0, 4, 5, 0]","[5, 4, 4, 3, 4]","[7, 13, 9, 4, 13]"
R131,1,86904,4688,20,14,54,6,"[21519, 15275, 18240, 19907, 11963]","[6, 2, 6, 5, 1]","[4, 2, 3, 2, 3]","[12, 11, 8, 9, 14]"
B132,0,70343,3412,20,19,68,1,"[13305, 14642, 14859, 18068, 9469]","[4, 4, 6, 5, 1]","[2, 2, 4, 5, 6]","[13, 15, 11, 13, 16]"
R132,1,66931,-3412,19,20,57,-1,"[14340, 10674, 15277, 17814, 8826]","[6, 2, 3, 8, 0]","[5, 4, 7, 2, 2]","[13, 9, 13, 7, 15]"
B133,1,61904,8814,20,6,42,14,"[11559, 11259, 16226, 14388, 8472]","[3, 2, 11, 3, 1]","[2, 1, 0, 1, 2]","[10, 10, 5, 8, 9]"
R133,0,53090,-8814,6,20,16,-14,"[10004, 8476, 14111, 13578, 6921]","[0, 0, 3, 3, 0]","[3, 6, 3, 4, 4]","[5, 3, 0, 3, 5]"
B134,1,68062,9134,14,10,35,4,"[14482, 12814, 15643, 16667, 8456]","[1, 2, 4, 7, 0]","[1, 1, 3, 1, 4]","[5, 12, 7, 2, 9]"
R134,0,58928,-9134,10,14,22,-4,"[11390, 10898, 14075, 13977, 8588]","[2, 2, 2, 2, 2]","[3, 3, 1, 3, 4]","[5, 5, 3, 4, 5]"
B135,1,64046,10271,20,8,46,12,"[14214, 11718, 15056, 14422, 8636]","[9, 1, 5, 3, 2]","[2, 1, 1, 2, 2]","[3, 17, 8, 8, 10]"
R135,0,53775,-10271,8,20,19,-12,"[12987, 9952, 12525, 11617, 6694]","[4, 1, 2, 0, 1]","[0, 5, 4, 5, 6]","[0, 5, 5, 5, 4]"
B136,1,49869,8978,17,6,44,11,"[11078, 8583, 10932, 12401, 6875]","[5, 1, 2, 6, 3]","[3, 1, 0, 0, 2]","[11, 8, 6, 10, 9]"
R136,0,40891,-8978,6,17,16,-11,"[8125, 7493, 9584, 9926, 5763]","[1, 1, 1, 2, 1]","[5, 2, 3, 1, 6]","[4, 3, 3, 3, 3]"
B137,1,76718,6234,12,9,39,3,"[14414, 12388, 18624, 20746, 10546]","[0, 2, 2, 8, 0]","[4, 2, 0, 1, 2]","[5, 9, 10, 4, 11]"
R137,0,70484,-6234,9,12,22,-3,"[13174, 11885, 18164, 18283, 8978]","[0, 1, 3, 5, 0]","[3, 4, 2, 1, 2]","[6, 4, 5, 2, 5]"
B138,1,51600,12278,24,3,67,21,"[9872, 10238, 12507, 11799, 7184]","[5, 7, 6, 5, 1]","[0, 0, 2, 0, 1]","[14, 11, 12, 13, 17]"
R138,0,39322,-12278,3,24,6,-21,"[7256, 7490, 8905, 9908, 5763]","[0, 1, 1, 0, 1]","[4, 4, 6, 4, 6]","[1, 1, 1, 2, 1]"
B139,1,66179,10759,18,9,41,9,"[12665, 12415, 16192, 16213, 8694]","[4, 3, 6, 5, 0]","[2, 0, 2, 1, 4]","[7, 13, 6, 4, 11]"
R139,0,55420,-10759,9,18,15,-9,"[10590, 10139, 12264, 15089, 7338]","[1, 0, 1, 5, 2]","[3, 4, 3, 5, 3]","[2, 4, 4, 1, 4]"
B140,1,57735,2821,16,10,45,6,"[12488, 10111, 12847, 14707, 7582]","[2, 3, 5, 5, 1]","[4, 2, 1, 1, 2]","[8, 10, 4, 10, 13]"
R140,0,54914,-2821,10,16,32,-6,"[12192, 9510, 13820, 12486, 6906]","[3, 0, 5, 1, 1]","[2, 2, 2, 5, 5]","[6, 8, 2, 9, 7]"
B141,1,82259,5529,24,18,68,6,"[16411, 14520, 17844, 20664, 12820]","[4, 2, 3, 11, 4]","[3, 5, 3, 2, 5]","[16, 13, 15, 10, 14]"
R141,0,76730,-5529,18,24,53,-6,"[15403, 13481, 17213, 18755, 11878]","[4, 2, 4, 4, 4]","[8, 5, 3, 4, 4]","[9, 13, 10, 10, 11]"
B142,1,59733,17249,15,3,47,12,"[12220, 14630, 13163, 11917, 7803]","[2, 8, 3, 2, 0]","[0, 0, 0, 1, 2]","[13, 6, 9, 5, 14]"
R142,0,42484,-17249,3,15,5,-12,"[8391, 7491, 11143, 10052, 5407]","[0, 0, 2, 1, 0]","[3, 3, 3, 2, 4]","[1, 2, 0, 0, 2]"
B143,0,77358,-11654,11,20,24,-9,"[14799, 13717, 18916, 19957, 9969]","[0, 4, 3, 4, 0]","[3, 3, 4, 4, 6]","[5, 4, 5, 2, 8]"
R143,1,89012,11654,20,11,59,9,"[16977, 16011, 23349, 20445, 12230]","[2, 2, 11, 4, 1]","[2, 1, 3, 3, 2]","[14, 14, 3, 13, 15]"
B144,0,65164,-5599,13,25,28,-12,"[12927, 12439, 15217, 16025, 8556]","[2, 2, 4, 3, 2]","[7, 2, 7, 3, 6]","[4, 4, 7, 5, 8]"
R144,1,70763,5599,25,13,71,12,"[12686, 12468, 17604, 18048, 9957]","[2, 8, 6, 8, 1]","[3, 2, 3, 2, 3]","[15, 11, 13, 14, 18]"
B145,0,39904,-8403,3,14,6,-11,"[7371, 7788, 9310, 10195, 5240]","[0, 1, 1, 1, 0]","[3, 2, 3, 3, 3]","[1, 1, 1, 1, 2]"
R145,1,48307,8403,14,3,41,11,"[9756, 10145, 11354, 11059, 5993]","[3, 5, 3, 3, 0]","[0, 0, 0, 1, 2]","[11, 6, 10, 5, 9]"
B146,1,61087,9714,16,2,42,14,"[11994, 11198, 15830, 13722, 8343]","[1, 3, 6, 5, 1]","[0, 0, 0, 0, 2]","[10, 9, 6, 9, 8]"
R146,0,51373,-9714,2,16,5,-14,"[10663, 9589, 11156, 13378, 6587]","[0, 0, 1, 1, 0]","[4, 3, 2, 1, 6]","[0, 2, 0, 1, 2]"
B147,1,72309,3409,25,16,69,9,"[14520, 14299, 15473, 17091, 10926]","[3, 7, 7, 7, 1]","[2, 2, 4, 4, 4]","[12, 16, 11, 12, 18]"
R147,0,68900,-3409,16,25,30,-9,"[13840, 11178, 18653, 15678, 9551]","[4, 0, 6, 5, 1]","[6, 2, 5, 5, 7]","[2, 8, 7, 3, 10]"
B148,0,58039,-8730,12,14,30,-2,"[10484, 10108, 12124, 16655, 8668]","[3, 1, 1, 6, 1]","[4, 3, 0, 3, 4]","[2, 6, 7, 5, 10]"
R148,1,66769,8730,14,12,35,2,"[12139, 12520, 16512, 14668, 10930]","[2, 3, 5, 3, 1]","[2, 5, 3, 0, 2]","[6, 5, 6, 7, 11]"
B149,0,56243,-13795,3,8,9,-5,"[11683, 10090, 13875, 13396, 7199]","[0, 0, 1, 1, 1]","[2, 0, 1, 3, 2]","[2, 2, 1, 2, 2]"
R149,1,70038,13795,8,3,21,5,"[13866, 15303, 15009, 16993, 8867]","[2, 1, 3, 1, 1]","[0, 1, 1, 1, 0]","[4, 5, 2, 5, 5]"
B150,0,38237,-12960,2,10,5,-8,"[8256, 7255, 9563, 8285, 4878]","[0, 1, 1, 0, 0]","[1, 3, 1, 2, 3]","[1, 1, 0, 1, 2]"
R150,1,51197,12960,10,2,31,8,"[9688, 9369, 12937, 12633, 6570]","[0, 0, 4, 6, 0]","[0, 0, 1, 0, 1]","[8, 6, 5, 3, 9]"
B151,1,64609,7332,15,7,42,8,"[12894, 10724, 15727, 15871, 9393]","[1, 0, 5, 7, 2]","[1, 1, 0, 2, 3]","[9, 12, 7, 4, 10]"
R151,0,57277,-7332,7,15,10,-8,"[11404, 10939, 13241, 14429, 7264]","[3, 0, 2, 2, 0]","[5, 2, 2, 2, 4]","[1, 4, 0, 2, 3]"
B152,1,79464,17427,19,9,52,10,"[15077, 13714, 19168, 20029, 11476]","[2, 3, 7, 7, 0]","[0, 3, 1, 2, 3]","[9, 9, 9, 10, 15]"
